title,text,label
"Bharti Hexacom IPO, first in 2024-25 fiscal, opens for subscription on this date - Hindustan Times","Bharti Hexacom, the arm of Bharti Airtel, will open its initial public offering (IPO) for subscription on April 3. The company has fixed a price band of 542-570 per share for its 4,275 crore IPO. 
A… [+1925 chars]",1
"Amazon, Tata Steel, Barclays among 200 companies conduct placements at IIM Rohtak, offer up to ₹37.25 LPA | Mint - Mint",Indian Institute of Management (IIM) Rohtak concluded the final round of placements for the 13th batch of their flagship Post Graduate Programme (PGP). The business school informed that more than 200… [+6003 chars],1
"Tech layoffs continue unabated in March 2024: Apple, IBM, Dell among IT majors that cut jobs | Mint - Mint","As the Information Technology industry struggles with its challenges, major tech giants have been on a layoff spree in March this year. The downsizing of the company size is mostly being attributed t… [+6740 chars]",1
₹1.20 to ₹28.25: Reliance ADAG penny stock gives 2250% return in four years. More steam left? | Mint - Mint,"Reliance Power shares are in the news these days for sharp upside movement in the last fortnight of FY24. After remaining in the base building mode from January 10, 2024, to March 13, 2024, this Reli… [+3951 chars]",1
New Tata Safari Rival Spotted Testing! Launching soon? - MotorOctane,"Tata went hard at the segment by giving everything on the Safari facelift. To counter that, Mahindra launched the updated XUV700. Now another rival is gearing up to update itself to take on the compe… [+1895 chars]",1
Fly high because the sky is forgiving - The Times of India,The deep tech vs. consumer tech debate is quite hot among Indians today. This is a good debate regarding where India stands today in the generative AI space. Have we missed the bus in developing our … [+5029 chars],1
Edelweiss MF’s Radhika Gupta shares 5 tips on investing for your child - Hindustan Times,"Edelweiss MFs Radhika Gupta took to X to share tips for parents wanting to start their kids' investment journey. In her post, she shared how to chart the financial goals to secure one's childs future… [+1736 chars]",1
WeRize's revenue zooms 22X in last two fiscal years - Entrackr,,1
2024 Kia Sonet Facelift Review - Page 12 - Team-BHP,"Rumour: Kia Sonet to get new entry-level variants with sunroofAccording to a media report, the Kia Sonet will soon get two new entry-level variants. Both variants are likely to be equipped with a sun… [+741 chars]",1
"India’s forex reserves hit historic high of $642.63 billion, indicates growing investor confidence - The Financial Express","India’s foreign exchange reserves surged by $140 million to reach a historic high of $642.631 billion as of March 22, the Reserve Bank of India said. This marks the fifth consecutive week of a notabl… [+2955 chars]",1
"Stock market holidays in April 2024: NSE, BSE to remain shut on these two days | Mint - Mint","Stock market holidays in April 2024: After the end of a truncated week, the Indian stock market is all set to enter the new financial year on Monday. Monday next week will be the first trade session … [+2914 chars]",1
My best investment was in Shark Tank Judge Ghazal Alagh’s Mamaearth: Shilpa Shetty Kundra | Mint - Mint,"The proudest money decision Ive made was to invest in Mamaearth, said Bollywood actor and Entrepreneur Shilpa Shetty Kundra at the Mint India Investment Summit 2024, on Friday. Kundra, who has a numb… [+6429 chars]",1
"Banks to open this Saturday, Sunday: Know which transactions will be opened on March 30, March 31 - Zee Business","Are banks open on 30th March 2024, Are banks open on 31st march 2024: Reserve Bank of India (RBI) has advised all branches of the banks dealing with government receipts and payments to remain open fo… [+2151 chars]",1
"Shares to buy in FY25: Mid-cap, small-cap indices rebound from 3-month low. Top 5 stocks to buy for long-term | Mint - Mint","Stocks to buy in FY25: After touching a three-month low in mid-March 2024, the small-cap and mid-cap indices witnessed strong upside in the last fortnight of FY24. This has created a buzz in these se… [+5392 chars]",1
Mahindra XUV700 EV (XUV.e8) spied testing again - CarWale,"<ul><li>To get redesigned fascia with new headlamps</li><li>To debut later this year</li></ul>Mahindra is actively testing multiple models including the XUV400 facelift, XUV300 facelift, XUV700 EV, a… [+1387 chars]",1
USB Charger Scam Rampant In India: Here's What It Is And How To Stay Safe - NDTV,"Representational Image
The Centre has warned citizens against using phone charging portals at public places such as airports, cafes, hotels, and bus stands.
It has asked people to be cautious of th… [+1363 chars]",1
"‘TCS gave our jobs to Indians with H1-B visas’, allege 22 laid off US employees - Hindustan Times","A group of American workers have accused Tata Consultancy Services (TCS) of illegally discriminating against them on the basis of race and age, firing them on short notice and recruiting workers from… [+2025 chars]",1
Anand Mahindra says ‘started my career on shop floor of auto plant’ as he reacts to Elon Musk’s post - Hindustan Times,"Elon Musk took to X to share a post about how there are films on lone inventor but almost none about manufacturing. The Tesla CEO's tweet attracted reactions from many, including Anand Mahindra. In h… [+2312 chars]",1
JSW Vijayanagar Metallics commissions its Hot Strip Mill in Vijayanagar with capacity of 5 MTPA - The Financial Express,,1
Why it’s time for a fresh rally in midcaps and smallcaps - The Economic Times,"Despite a consolidation phase in the Indian markets, the Nifty Smallcap 100 and Nifty Midcap 100 have remained resilient. Following substantial rallies of around 27% and 25%, respectively from Novemb… [+3100 chars]",1
"Bharti Hexacom IPO, first in 2024-25 fiscal, opens for subscription on this date - Hindustan Times","Bharti Hexacom, the arm of Bharti Airtel, will open its initial public offering (IPO) for subscription on April 3. The company has fixed a price band of 542-570 per share for its 4,275 crore IPO. 
A… [+1925 chars]",1
"Amazon, Tata Steel, Barclays among 200 companies conduct placements at IIM Rohtak, offer up to ₹37.25 LPA | Mint - Mint",Indian Institute of Management (IIM) Rohtak concluded the final round of placements for the 13th batch of their flagship Post Graduate Programme (PGP). The business school informed that more than 200… [+6003 chars],1
"Tech layoffs continue unabated in March 2024: Apple, IBM, Dell among IT majors that cut jobs | Mint - Mint","As the Information Technology industry struggles with its challenges, major tech giants have been on a layoff spree in March this year. The downsizing of the company size is mostly being attributed t… [+6740 chars]",1
₹1.20 to ₹28.25: Reliance ADAG penny stock gives 2250% return in four years. More steam left? | Mint - Mint,"Reliance Power shares are in the news these days for sharp upside movement in the last fortnight of FY24. After remaining in the base building mode from January 10, 2024, to March 13, 2024, this Reli… [+3951 chars]",1
New Tata Safari Rival Spotted Testing! Launching soon? - MotorOctane,"Tata went hard at the segment by giving everything on the Safari facelift. To counter that, Mahindra launched the updated XUV700. Now another rival is gearing up to update itself to take on the compe… [+1895 chars]",1
Fly high because the sky is forgiving - The Times of India,The deep tech vs. consumer tech debate is quite hot among Indians today. This is a good debate regarding where India stands today in the generative AI space. Have we missed the bus in developing our … [+5029 chars],1
Edelweiss MF’s Radhika Gupta shares 5 tips on investing for your child - Hindustan Times,"Edelweiss MFs Radhika Gupta took to X to share tips for parents wanting to start their kids' investment journey. In her post, she shared how to chart the financial goals to secure one's childs future… [+1736 chars]",1
WeRize's revenue zooms 22X in last two fiscal years - Entrackr,,1
2024 Kia Sonet Facelift Review - Page 12 - Team-BHP,"Rumour: Kia Sonet to get new entry-level variants with sunroofAccording to a media report, the Kia Sonet will soon get two new entry-level variants. Both variants are likely to be equipped with a sun… [+741 chars]",1
"India’s forex reserves hit historic high of $642.63 billion, indicates growing investor confidence - The Financial Express","India’s foreign exchange reserves surged by $140 million to reach a historic high of $642.631 billion as of March 22, the Reserve Bank of India said. This marks the fifth consecutive week of a notabl… [+2955 chars]",1
"Stock market holidays in April 2024: NSE, BSE to remain shut on these two days | Mint - Mint","Stock market holidays in April 2024: After the end of a truncated week, the Indian stock market is all set to enter the new financial year on Monday. Monday next week will be the first trade session … [+2914 chars]",1
My best investment was in Shark Tank Judge Ghazal Alagh’s Mamaearth: Shilpa Shetty Kundra | Mint - Mint,"The proudest money decision Ive made was to invest in Mamaearth, said Bollywood actor and Entrepreneur Shilpa Shetty Kundra at the Mint India Investment Summit 2024, on Friday. Kundra, who has a numb… [+6429 chars]",1
"Banks to open this Saturday, Sunday: Know which transactions will be opened on March 30, March 31 - Zee Business","Are banks open on 30th March 2024, Are banks open on 31st march 2024: Reserve Bank of India (RBI) has advised all branches of the banks dealing with government receipts and payments to remain open fo… [+2151 chars]",1
"Shares to buy in FY25: Mid-cap, small-cap indices rebound from 3-month low. Top 5 stocks to buy for long-term | Mint - Mint","Stocks to buy in FY25: After touching a three-month low in mid-March 2024, the small-cap and mid-cap indices witnessed strong upside in the last fortnight of FY24. This has created a buzz in these se… [+5392 chars]",1
Mahindra XUV700 EV (XUV.e8) spied testing again - CarWale,"<ul><li>To get redesigned fascia with new headlamps</li><li>To debut later this year</li></ul>Mahindra is actively testing multiple models including the XUV400 facelift, XUV300 facelift, XUV700 EV, a… [+1387 chars]",1
USB Charger Scam Rampant In India: Here's What It Is And How To Stay Safe - NDTV,"Representational Image
The Centre has warned citizens against using phone charging portals at public places such as airports, cafes, hotels, and bus stands.
It has asked people to be cautious of th… [+1363 chars]",1
"‘TCS gave our jobs to Indians with H1-B visas’, allege 22 laid off US employees - Hindustan Times","A group of American workers have accused Tata Consultancy Services (TCS) of illegally discriminating against them on the basis of race and age, firing them on short notice and recruiting workers from… [+2025 chars]",1
Anand Mahindra says ‘started my career on shop floor of auto plant’ as he reacts to Elon Musk’s post - Hindustan Times,"Elon Musk took to X to share a post about how there are films on lone inventor but almost none about manufacturing. The Tesla CEO's tweet attracted reactions from many, including Anand Mahindra. In h… [+2312 chars]",1
JSW Vijayanagar Metallics commissions its Hot Strip Mill in Vijayanagar with capacity of 5 MTPA - The Financial Express,,1
Why it’s time for a fresh rally in midcaps and smallcaps - The Economic Times,"Despite a consolidation phase in the Indian markets, the Nifty Smallcap 100 and Nifty Midcap 100 have remained resilient. Following substantial rallies of around 27% and 25%, respectively from Novemb… [+3100 chars]",1
"Bharti Hexacom IPO, first in 2024-25 fiscal, opens for subscription on this date - Hindustan Times","Bharti Hexacom, the arm of Bharti Airtel, will open its initial public offering (IPO) for subscription on April 3. The company has fixed a price band of 542-570 per share for its 4,275 crore IPO. 
A… [+1925 chars]",1
"Amazon, Tata Steel, Barclays among 200 companies conduct placements at IIM Rohtak, offer up to ₹37.25 LPA | Mint - Mint",Indian Institute of Management (IIM) Rohtak concluded the final round of placements for the 13th batch of their flagship Post Graduate Programme (PGP). The business school informed that more than 200… [+6003 chars],1
"Tech layoffs continue unabated in March 2024: Apple, IBM, Dell among IT majors that cut jobs | Mint - Mint","As the Information Technology industry struggles with its challenges, major tech giants have been on a layoff spree in March this year. The downsizing of the company size is mostly being attributed t… [+6740 chars]",1
₹1.20 to ₹28.25: Reliance ADAG penny stock gives 2250% return in four years. More steam left? | Mint - Mint,"Reliance Power shares are in the news these days for sharp upside movement in the last fortnight of FY24. After remaining in the base building mode from January 10, 2024, to March 13, 2024, this Reli… [+3951 chars]",1
New Tata Safari Rival Spotted Testing! Launching soon? - MotorOctane,"Tata went hard at the segment by giving everything on the Safari facelift. To counter that, Mahindra launched the updated XUV700. Now another rival is gearing up to update itself to take on the compe… [+1895 chars]",1
Fly high because the sky is forgiving - The Times of India,The deep tech vs. consumer tech debate is quite hot among Indians today. This is a good debate regarding where India stands today in the generative AI space. Have we missed the bus in developing our … [+5029 chars],1
Edelweiss MF’s Radhika Gupta shares 5 tips on investing for your child - Hindustan Times,"Edelweiss MFs Radhika Gupta took to X to share tips for parents wanting to start their kids' investment journey. In her post, she shared how to chart the financial goals to secure one's childs future… [+1736 chars]",1
WeRize's revenue zooms 22X in last two fiscal years - Entrackr,,1
2024 Kia Sonet Facelift Review - Page 12 - Team-BHP,"Rumour: Kia Sonet to get new entry-level variants with sunroofAccording to a media report, the Kia Sonet will soon get two new entry-level variants. Both variants are likely to be equipped with a sun… [+741 chars]",1
"India’s forex reserves hit historic high of $642.63 billion, indicates growing investor confidence - The Financial Express","India’s foreign exchange reserves surged by $140 million to reach a historic high of $642.631 billion as of March 22, the Reserve Bank of India said. This marks the fifth consecutive week of a notabl… [+2955 chars]",1
"Stock market holidays in April 2024: NSE, BSE to remain shut on these two days | Mint - Mint","Stock market holidays in April 2024: After the end of a truncated week, the Indian stock market is all set to enter the new financial year on Monday. Monday next week will be the first trade session … [+2914 chars]",1
My best investment was in Shark Tank Judge Ghazal Alagh’s Mamaearth: Shilpa Shetty Kundra | Mint - Mint,"The proudest money decision Ive made was to invest in Mamaearth, said Bollywood actor and Entrepreneur Shilpa Shetty Kundra at the Mint India Investment Summit 2024, on Friday. Kundra, who has a numb… [+6429 chars]",1
"Banks to open this Saturday, Sunday: Know which transactions will be opened on March 30, March 31 - Zee Business","Are banks open on 30th March 2024, Are banks open on 31st march 2024: Reserve Bank of India (RBI) has advised all branches of the banks dealing with government receipts and payments to remain open fo… [+2151 chars]",1
"Shares to buy in FY25: Mid-cap, small-cap indices rebound from 3-month low. Top 5 stocks to buy for long-term | Mint - Mint","Stocks to buy in FY25: After touching a three-month low in mid-March 2024, the small-cap and mid-cap indices witnessed strong upside in the last fortnight of FY24. This has created a buzz in these se… [+5392 chars]",1
Mahindra XUV700 EV (XUV.e8) spied testing again - CarWale,"<ul><li>To get redesigned fascia with new headlamps</li><li>To debut later this year</li></ul>Mahindra is actively testing multiple models including the XUV400 facelift, XUV300 facelift, XUV700 EV, a… [+1387 chars]",1
USB Charger Scam Rampant In India: Here's What It Is And How To Stay Safe - NDTV,"Representational Image
The Centre has warned citizens against using phone charging portals at public places such as airports, cafes, hotels, and bus stands.
It has asked people to be cautious of th… [+1363 chars]",1
"‘TCS gave our jobs to Indians with H1-B visas’, allege 22 laid off US employees - Hindustan Times","A group of American workers have accused Tata Consultancy Services (TCS) of illegally discriminating against them on the basis of race and age, firing them on short notice and recruiting workers from… [+2025 chars]",1
Anand Mahindra says ‘started my career on shop floor of auto plant’ as he reacts to Elon Musk’s post - Hindustan Times,"Elon Musk took to X to share a post about how there are films on lone inventor but almost none about manufacturing. The Tesla CEO's tweet attracted reactions from many, including Anand Mahindra. In h… [+2312 chars]",1
JSW Vijayanagar Metallics commissions its Hot Strip Mill in Vijayanagar with capacity of 5 MTPA - The Financial Express,,1
Why it’s time for a fresh rally in midcaps and smallcaps - The Economic Times,"Despite a consolidation phase in the Indian markets, the Nifty Smallcap 100 and Nifty Midcap 100 have remained resilient. Following substantial rallies of around 27% and 25%, respectively from Novemb… [+3100 chars]",1
"Bharti Hexacom IPO, first in 2024-25 fiscal, opens for subscription on this date - Hindustan Times","Bharti Hexacom, the arm of Bharti Airtel, will open its initial public offering (IPO) for subscription on April 3. The company has fixed a price band of 542-570 per share for its 4,275 crore IPO. 
A… [+1925 chars]",1
"Amazon, Tata Steel, Barclays among 200 companies conduct placements at IIM Rohtak, offer up to ₹37.25 LPA | Mint - Mint",Indian Institute of Management (IIM) Rohtak concluded the final round of placements for the 13th batch of their flagship Post Graduate Programme (PGP). The business school informed that more than 200… [+6003 chars],1
"Tech layoffs continue unabated in March 2024: Apple, IBM, Dell among IT majors that cut jobs | Mint - Mint","As the Information Technology industry struggles with its challenges, major tech giants have been on a layoff spree in March this year. The downsizing of the company size is mostly being attributed t… [+6740 chars]",1
₹1.20 to ₹28.25: Reliance ADAG penny stock gives 2250% return in four years. More steam left? | Mint - Mint,"Reliance Power shares are in the news these days for sharp upside movement in the last fortnight of FY24. After remaining in the base building mode from January 10, 2024, to March 13, 2024, this Reli… [+3951 chars]",1
New Tata Safari Rival Spotted Testing! Launching soon? - MotorOctane,"Tata went hard at the segment by giving everything on the Safari facelift. To counter that, Mahindra launched the updated XUV700. Now another rival is gearing up to update itself to take on the compe… [+1895 chars]",1
Fly high because the sky is forgiving - The Times of India,The deep tech vs. consumer tech debate is quite hot among Indians today. This is a good debate regarding where India stands today in the generative AI space. Have we missed the bus in developing our … [+5029 chars],1
Edelweiss MF’s Radhika Gupta shares 5 tips on investing for your child - Hindustan Times,"Edelweiss MFs Radhika Gupta took to X to share tips for parents wanting to start their kids' investment journey. In her post, she shared how to chart the financial goals to secure one's childs future… [+1736 chars]",1
WeRize's revenue zooms 22X in last two fiscal years - Entrackr,,1
2024 Kia Sonet Facelift Review - Page 12 - Team-BHP,"Rumour: Kia Sonet to get new entry-level variants with sunroofAccording to a media report, the Kia Sonet will soon get two new entry-level variants. Both variants are likely to be equipped with a sun… [+741 chars]",1
"India’s forex reserves hit historic high of $642.63 billion, indicates growing investor confidence - The Financial Express","India’s foreign exchange reserves surged by $140 million to reach a historic high of $642.631 billion as of March 22, the Reserve Bank of India said. This marks the fifth consecutive week of a notabl… [+2955 chars]",1
"Stock market holidays in April 2024: NSE, BSE to remain shut on these two days | Mint - Mint","Stock market holidays in April 2024: After the end of a truncated week, the Indian stock market is all set to enter the new financial year on Monday. Monday next week will be the first trade session … [+2914 chars]",1
My best investment was in Shark Tank Judge Ghazal Alagh’s Mamaearth: Shilpa Shetty Kundra | Mint - Mint,"The proudest money decision Ive made was to invest in Mamaearth, said Bollywood actor and Entrepreneur Shilpa Shetty Kundra at the Mint India Investment Summit 2024, on Friday. Kundra, who has a numb… [+6429 chars]",1
"Banks to open this Saturday, Sunday: Know which transactions will be opened on March 30, March 31 - Zee Business","Are banks open on 30th March 2024, Are banks open on 31st march 2024: Reserve Bank of India (RBI) has advised all branches of the banks dealing with government receipts and payments to remain open fo… [+2151 chars]",1
"Shares to buy in FY25: Mid-cap, small-cap indices rebound from 3-month low. Top 5 stocks to buy for long-term | Mint - Mint","Stocks to buy in FY25: After touching a three-month low in mid-March 2024, the small-cap and mid-cap indices witnessed strong upside in the last fortnight of FY24. This has created a buzz in these se… [+5392 chars]",1
Mahindra XUV700 EV (XUV.e8) spied testing again - CarWale,"<ul><li>To get redesigned fascia with new headlamps</li><li>To debut later this year</li></ul>Mahindra is actively testing multiple models including the XUV400 facelift, XUV300 facelift, XUV700 EV, a… [+1387 chars]",1
USB Charger Scam Rampant In India: Here's What It Is And How To Stay Safe - NDTV,"Representational Image
The Centre has warned citizens against using phone charging portals at public places such as airports, cafes, hotels, and bus stands.
It has asked people to be cautious of th… [+1363 chars]",1
"‘TCS gave our jobs to Indians with H1-B visas’, allege 22 laid off US employees - Hindustan Times","A group of American workers have accused Tata Consultancy Services (TCS) of illegally discriminating against them on the basis of race and age, firing them on short notice and recruiting workers from… [+2025 chars]",1
Anand Mahindra says ‘started my career on shop floor of auto plant’ as he reacts to Elon Musk’s post - Hindustan Times,"Elon Musk took to X to share a post about how there are films on lone inventor but almost none about manufacturing. The Tesla CEO's tweet attracted reactions from many, including Anand Mahindra. In h… [+2312 chars]",1
JSW Vijayanagar Metallics commissions its Hot Strip Mill in Vijayanagar with capacity of 5 MTPA - The Financial Express,,1
Why it’s time for a fresh rally in midcaps and smallcaps - The Economic Times,"Despite a consolidation phase in the Indian markets, the Nifty Smallcap 100 and Nifty Midcap 100 have remained resilient. Following substantial rallies of around 27% and 25%, respectively from Novemb… [+3100 chars]",1
5 Benefits of OMD (One Meal a Day) - WION,"Mar 30, 2024, 08:52 PM IST",1
"BJP’s 8th list for LS polls out; Bhartruhari Mahtab fielded from Cuttack, Preneet Kaur from Patiala - The Indian Express","The Bharatiya Janata Party (BJP) on Saturday released its eighth list of 11 candidates across three states for the upcoming Lok Sabha elections.
Six-time MP Bhartruhari Mahtab, who recently quit the… [+1051 chars]",1
"Parineeti Chopra On Amar Singh Chamkila Director Imtiaz Ali: ""You Truly Led The Ship With Finesse"" - NDTV Movies",,1
"250 Indians, lured by fake job schemes in Cambodia, rescued: MEA - Hindustan Times",New Delhi: Indian authorities have rescued and repatriated about 250 Indian nationals who were lured to Cambodia and forced to carry out illegal cyber work and are working to crack down on those resp… [+1573 chars],1
BSEB Bihar Board 10th Matric Result 2024 Live Updates: Exam result for around 16 lakh students likely to be out tomorrow – Here’s how to check it with FE link - The Financial Express,,1
10 mesmerising images of nebulae captured by NASA’s Hubble Space Telescope - Hindustan Times,"By Khushi PalPublished Mar 30, 2024
Hindustan TimesIn FocusPhoto Credits: NASA",1
"OnePlus Nord CE 4 at 25K?, Nothing Ear (3)?, Galaxy M55 5G, Xiaomi's SU7 Price, New iPads-#TTN1561 - Trakin Tech",,1
'9 pirates being brought to India:' Navy after rescuing Iranian fishing vessel - The Times of India,,1
Arunachal Pradesh Assembly polls | BJP wins 10 Assembly seats uncontested - The Hindu,,1
"Lucknow Super Giants vs Punjab Kings LIVE, IPL 2024: LSG's Stand-In Skipper Nicholas Pooran Wins Toss, Opts To Bat vs PBKS - NDTV Sports",,1
BJP Ally Chandrababu Naidu Gives Poll Ticket To Father Of Approver In Delhi Liquor Policy Case - NDTV,"Magunta Sreenivasulu Reddy was elected from the Ongole Lok Sabha constituency on a YSRCP ticket in 2019
Amaravati: The TDP has named Magunta Sreenivasulu Reddy, the father of Raghava Magunta, who is… [+1091 chars]",1
"'MS Dhoni played under Virat Kohli': Ashwin blasts Hardik Pandya haters, calls his criticism ‘cinema culture’ | Mint - Mint","Hardik Pandya is facing a hostile crowd at stadiums, who are booing the MI skipper and trolling him for his on-field decisions. The all-rounder has cleared that the criticism doesn't affect him much,… [+6341 chars]",1
7 Fruits Which Help In Slowing Down Ageing - WION,"Disclaimer: Please note that the information provided on this website is for informational purposes only and is not intended as a substitute for professional medical advice, diagnosis, or treatment.",1
"President Murmu confers Bharat Ratna on ex-PMs Narasimha Rao, Charan Singh - Business Standard",,1
Babar Azam Wants Captaincy in All Three Formats After PCB Asks Him to Replace Shaheen Afridi in T20Is: Repo - News18,"Pakistan cricket looks headed towards another shakeup months after Babar Azam stunningly stepped down from the role of captaincy across formats. As per several reports, the Pakistan Cricket Board (PC… [+3206 chars]",1
‘Those destroying…’: Guyana President Mohamed Irfaan Ali levels ‘hypocrisy’ charge during BBC interview | Watch | Mint - Mint,Guyana President Mohamed Irfaan Ali has gone viral after calling out the hypocrisy of the developed world during a recent interview. The now viral video clip saw the senior politician field questions… [+5618 chars],1
'Virat Kohli played 59 balls to reach 83 and Kolkata scored...': Aakash Chopra's dig at RCB after KKR loss - Hindustan Times,Former India opener Aakash Chopra took a cheeky dig as he put numbers into context to highlight where Royal Challengers Bengaluru lost the IPL 2024 match against Kolkata Knight Riders at the M Chinna… [+2420 chars],1
"Tecno POVA 6 Pro Launched With 6000 mAh Battery, 120 Hz AMOLED Display, More At THIS Price - India.com","The Tecno POVA 6 Pro will be available for purchase starting April 4, 2024 in India.
Techno POVA 6 Pro comes with a massive 6000 mAH Battery
New Delhi: Chinese mobile phone manufacturer, Tecno has … [+2434 chars]",1
Homegrown solution to India's cervical cancer dilemma - Nagaland Tribune,"Author V S Chauhan is President of the Malaria Vaccines Development Program. He is also the Chancellor of GITAM University, Co-Founder of Biotide Solutions LLP and a Distinguished Visiting Professor … [+5778 chars]",1
"Crew Box Office Collection Day 1: Kareena Kapoor Khan, Tabu, Kriti Sanon's movie collects ₹20 crore worldwide | Mint - Mint","Crew Box Office Collection Day 1: Bollywood movie 'Crew' starring Tabu, Kareena Kapoor Khan and Kriti Sanon has hit the big screen on 29 March. As per Sacnilk.com, the film has collection 9.25 Crore … [+6231 chars]",1
5 Benefits of OMD (One Meal a Day) - WION,"Mar 30, 2024, 08:52 PM IST",1
"BJP’s 8th list for LS polls out; Bhartruhari Mahtab fielded from Cuttack, Preneet Kaur from Patiala - The Indian Express","The Bharatiya Janata Party (BJP) on Saturday released its eighth list of 11 candidates across three states for the upcoming Lok Sabha elections.
Six-time MP Bhartruhari Mahtab, who recently quit the… [+1051 chars]",1
"Parineeti Chopra On Amar Singh Chamkila Director Imtiaz Ali: ""You Truly Led The Ship With Finesse"" - NDTV Movies",,1
"250 Indians, lured by fake job schemes in Cambodia, rescued: MEA - Hindustan Times",New Delhi: Indian authorities have rescued and repatriated about 250 Indian nationals who were lured to Cambodia and forced to carry out illegal cyber work and are working to crack down on those resp… [+1573 chars],1
BSEB Bihar Board 10th Matric Result 2024 Live Updates: Exam result for around 16 lakh students likely to be out tomorrow – Here’s how to check it with FE link - The Financial Express,,1
10 mesmerising images of nebulae captured by NASA’s Hubble Space Telescope - Hindustan Times,"By Khushi PalPublished Mar 30, 2024
Hindustan TimesIn FocusPhoto Credits: NASA",1
"OnePlus Nord CE 4 at 25K?, Nothing Ear (3)?, Galaxy M55 5G, Xiaomi's SU7 Price, New iPads-#TTN1561 - Trakin Tech",,1
'9 pirates being brought to India:' Navy after rescuing Iranian fishing vessel - The Times of India,,1
Arunachal Pradesh Assembly polls | BJP wins 10 Assembly seats uncontested - The Hindu,,1
"Lucknow Super Giants vs Punjab Kings LIVE, IPL 2024: LSG's Stand-In Skipper Nicholas Pooran Wins Toss, Opts To Bat vs PBKS - NDTV Sports",,1
BJP Ally Chandrababu Naidu Gives Poll Ticket To Father Of Approver In Delhi Liquor Policy Case - NDTV,"Magunta Sreenivasulu Reddy was elected from the Ongole Lok Sabha constituency on a YSRCP ticket in 2019
Amaravati: The TDP has named Magunta Sreenivasulu Reddy, the father of Raghava Magunta, who is… [+1091 chars]",1
"'MS Dhoni played under Virat Kohli': Ashwin blasts Hardik Pandya haters, calls his criticism ‘cinema culture’ | Mint - Mint","Hardik Pandya is facing a hostile crowd at stadiums, who are booing the MI skipper and trolling him for his on-field decisions. The all-rounder has cleared that the criticism doesn't affect him much,… [+6341 chars]",1
7 Fruits Which Help In Slowing Down Ageing - WION,"Disclaimer: Please note that the information provided on this website is for informational purposes only and is not intended as a substitute for professional medical advice, diagnosis, or treatment.",1
"President Murmu confers Bharat Ratna on ex-PMs Narasimha Rao, Charan Singh - Business Standard",,1
Babar Azam Wants Captaincy in All Three Formats After PCB Asks Him to Replace Shaheen Afridi in T20Is: Repo - News18,"Pakistan cricket looks headed towards another shakeup months after Babar Azam stunningly stepped down from the role of captaincy across formats. As per several reports, the Pakistan Cricket Board (PC… [+3206 chars]",1
‘Those destroying…’: Guyana President Mohamed Irfaan Ali levels ‘hypocrisy’ charge during BBC interview | Watch | Mint - Mint,Guyana President Mohamed Irfaan Ali has gone viral after calling out the hypocrisy of the developed world during a recent interview. The now viral video clip saw the senior politician field questions… [+5618 chars],1
'Virat Kohli played 59 balls to reach 83 and Kolkata scored...': Aakash Chopra's dig at RCB after KKR loss - Hindustan Times,Former India opener Aakash Chopra took a cheeky dig as he put numbers into context to highlight where Royal Challengers Bengaluru lost the IPL 2024 match against Kolkata Knight Riders at the M Chinna… [+2420 chars],1
"Tecno POVA 6 Pro Launched With 6000 mAh Battery, 120 Hz AMOLED Display, More At THIS Price - India.com","The Tecno POVA 6 Pro will be available for purchase starting April 4, 2024 in India.
Techno POVA 6 Pro comes with a massive 6000 mAH Battery
New Delhi: Chinese mobile phone manufacturer, Tecno has … [+2434 chars]",1
Homegrown solution to India's cervical cancer dilemma - Nagaland Tribune,"Author V S Chauhan is President of the Malaria Vaccines Development Program. He is also the Chancellor of GITAM University, Co-Founder of Biotide Solutions LLP and a Distinguished Visiting Professor … [+5778 chars]",1
"Crew Box Office Collection Day 1: Kareena Kapoor Khan, Tabu, Kriti Sanon's movie collects ₹20 crore worldwide | Mint - Mint","Crew Box Office Collection Day 1: Bollywood movie 'Crew' starring Tabu, Kareena Kapoor Khan and Kriti Sanon has hit the big screen on 29 March. As per Sacnilk.com, the film has collection 9.25 Crore … [+6231 chars]",1
Six moves you're making that can ruin your credit score - Fox Business,"One of the most important lessons regarding your finances to understand is to preserve and protect your credit score, as it can affect many directions and decisions throughout your life.
""Your credi… [+4449 chars]",1
What's keeping egg prices high for Easter? It's not just inflation - KOMO News,"Egg prices are at near-historic highs in many parts of the world as the spring holidays approach, reflecting a market scrambled by disease, high demand and growing costs for farmers.
Its the second … [+4957 chars]",1
Generative AI 'FOMO' is driving tech heavyweights to invest billions of dollars in startups - CNBC,"Microsoft CEO Satya Nadella, right, greets OpenAI CEO Sam Altman during the OpenAI DevDay event in San Francisco on Nov. 6, 2023.
Tech giants aren't doing much acquiring these days, due mostly to an… [+8370 chars]",1
Bitcoin price edges toward Q2 at $70K with all-time highs a key focus - Cointelegraph,,1
The Realtors settlement is already changing the way some Americans buy and sell homes - CNN,"The seismic settlement announced by the National Association of Realtors earlier this month has not yet been approved, but it is already sending shockwaves through the real estate industry.
The mere… [+5265 chars]",1
Stocks just had their best first quarter in 5 years — here's where strategists think the market is headed - Yahoo Finance,"Stocks ripped higher in the first three months of the year amid investor bets that the US economy remains on solid footing.
Now, the key debate on Wall Street entering the second quarter is whether … [+4863 chars]",1
